"character","book","element_id","sentence_id","text"
"professor","prisoner_of_azkaban",43,225,"  ""Precisely,"" said Professor Lupin, and Hermione put her hand down, looking a little disappointed."
"professor","prisoner_of_azkaban",43,239," ""Good,"" said Professor Lupin."
"professor","prisoner_of_azkaban",43,245," ""Right, Neville,"" said Professor Lupin."
"professor","prisoner_of_azkaban",43,248," ""didn't catch that, Neville, sorry,"" said Professor Lupin cheerfully."
"neville","prisoner_of_azkaban",43,256,"  ""Er -- yes,"" said Neville nervously."
"professor","prisoner_of_azkaban",43,258,"  ""No, no, you misunderstand me,"" said Professor Lupin, now smiling."
"neville","prisoner_of_azkaban",43,268," ""A big red one,"" said Neville."
"professor","prisoner_of_azkaban",43,269," ""Right then,"" said Professor Lupin."
"neville","prisoner_of_azkaban",43,272,"  ""Yes,"" said Neville uncertainty, plainly wondering what was coming next."
"lupin","prisoner_of_azkaban",43,273," ""When the boggart bursts out of this wardrobe, Neville, and sees You, it will assume the form of Professor Snape,"" said Lupin."
"professor","prisoner_of_azkaban",43,278," ""If Neville is successful, the boggart is likely to shift his attention to each of us in turn,"" said Professor Lupin."
"professor","prisoner_of_azkaban",43,298," ""Neville, we're going to back away,"" said Professor Lupin."
"professor","prisoner_of_azkaban",43,303," ""On the count of three, Neville,"" said Professor Lupin, who was  pointing his own wand at the handle of the wardrobe."
"neville","prisoner_of_azkaban",43,311,"""squeaked Neville."
"parvati","prisoner_of_azkaban",43,314," There was a roar of laughter; the boggart paused, confused, and Professor Lupin shouted, ""Parvati!"
"harry","prisoner_of_azkaban",43,374,"  ""But I didn't do anything,"" said Harry."
"hermione","prisoner_of_azkaban",43,397," ""He seems like a very good teacher,"" said Hermione approvingly."
"fred","prisoner_of_azkaban",44,38,"  ""Stop it, Oliver, you're embarrassing us,"" said Fred and George Weasley together, pretending to blush."
"george","prisoner_of_azkaban",44,42," ""We think you're very good too, Oliver,"" said George."
"fred","prisoner_of_azkaban",44,43," ""Spanking good Keeper,"" said Fred."
"fred","prisoner_of_azkaban",44,48," ""Oliver, this year's our year,"" said Fred."
"harry","prisoner_of_azkaban",44,51," ""Definitely,"" said Harry."
"ron","prisoner_of_azkaban",44,56," ""First Hogsmeade weekend,"" said Ron, pointing at a notice that had appeared on the battered old bulletin board."
"fred","prisoner_of_azkaban",44,59,"  ""Excellent,"" said Fred, who had followed Harry through the portrait hole."
"ron","prisoner_of_azkaban",44,67,"  ""Black's not fool enough to try anything in Hogsmeade,"" said Ron."
"ron","prisoner_of_azkaban",44,71,"""Harry's supposed to stay in school-""  ""He can't be the only third year left behind,"" said Ron."
"harry","prisoner_of_azkaban",44,72,"""Ask McGonagall, go on, Harry --""  ""Yeah, I think I will,"" said Harry, making up his mind."
"ron","prisoner_of_azkaban",44,80," ""Just keep him over there, that's all,"" said Ron irritably, turning back to his star chart."
"ron","prisoner_of_azkaban",44,85," ""You can copy mine, if you like,"" said Ron, labeling his last star with a flourish and shoving the chart toward Harry."
"hermione","prisoner_of_azkaban",44,94,"squealed Hermione; the whole common room was watching; Ron whirled the bag around, Crookshanks still clinging to it, and Scabbers came flying out of the top -  ""CATCH THAT CAR' Ron yelled as Crookshanks freed himself from the remnants of the bag, sprang over the table, and chased after the terrified Scabbers."
"hermione","prisoner_of_azkaban",44,108,"  ""Oh, what rubbish,"" said Hermione impatiently."
"ron","prisoner_of_azkaban",44,117," ""He's hiding at the bottom of my bed, shaking, "" said Ron angrily, missing the pail and scattering beans over the greenhouse floor."
"hermione","prisoner_of_azkaban",44,130,"  ""Oh,"" said Hermione, ""I'm sorry, Lavender."""
"hermione","prisoner_of_azkaban",44,142,"  ""Oh,"" said Hermione."
"hermione","prisoner_of_azkaban",44,152," ""Well, look at it logically,"" said Hermione, turning to the rest of the group- ""I mean, Binky didn't even die today, did he?"
"ron","prisoner_of_azkaban",44,154,"""- and she can't have been dreading it, because it's come as a real shock --""  ""Don't mind Hermione, Lavender,"" said Ron loudly, ""she doesn't think other people's pets matter very much."""
"professor","prisoner_of_azkaban",44,162," ""Please, Professor, I -- I think I've lost  ""Your grandmother sent yours to me directly, Longbottom,"" said Professor McGonagall."
"ron","prisoner_of_azkaban",44,168," ""Go for it, Harry,"" said Ron stubbornly."
"professor","prisoner_of_azkaban",44,181,"""If you said I could go --""  ""But I don't say so,"" said Professor McGonagall, standing up and piling her papers neatly into a drawer."
"professor","prisoner_of_azkaban",44,188,"Ron called Professor McGonagall a lot of names that greatly annoyed Hermione; Hermione assumed an ""all-for-the-best"" expression that made Ron even angrier, and Harry had to endure everyone in the class talking loudly and happily about what they were going to do first, once they got into Hogsmeade."
"ron","prisoner_of_azkaban",44,189," ""There's always the feast,"" said Ron, in an effort to cheer Harry UP. ""You know, the Halloween feast, in the evening."""
"harry","prisoner_of_azkaban",44,190,"  ""Yeah,"" said Harry gloomily, ""great."""
"hermione","prisoner_of_azkaban",44,200,"lots of sweets back from Honeydukes,"" said Hermione, looking desperately sorry for him."
"ron","prisoner_of_azkaban",44,201," ""Yeah, loads,"" said Ron."
"harry","prisoner_of_azkaban",44,203," ""Don't worry about me,"" said Harry, in what he hoped was at, offhand voice, ""I'll see you at the feast."
"harry","prisoner_of_azkaban",44,212," ""Fortuna Major,"" said Harry listlessly."
"harry","prisoner_of_azkaban",44,221,"  ""Er -- no, thanks, Colin,"" said Harry, who wasn't in the mood to have a lot of people staring avidly at the scar on his forehead."
"harry","prisoner_of_azkaban",44,230," ""Nothing,"" said Harry truthfully."
"harry","prisoner_of_azkaban",44,238," But Harry didn't go back to the common room; he climbed a staircase, thinking vaguely of visiting the Owlery to see Hedwig, and was walking along another corridor when a voice from inside one of the rooms said, ""Harry?"""
"harry","prisoner_of_azkaban",44,243,"  ""Hogsmeade,"" said Harry, in a would-be casual voice."
"lupin","prisoner_of_azkaban",44,244," ""Ah,"" said Lupin."
"lupin","prisoner_of_azkaban",44,253," ""Water demon,"" said Lupin, surveying the grindylow thoughtfully."
"harry","prisoner_of_azkaban",44,262,"  ""All right,"" said Harry awkwardly."
"lupin","prisoner_of_azkaban",44,264," ""Sit down,"" said Lupin, taking the lid off a dusty tin."
"lupin","prisoner_of_azkaban",44,270," ""Professor McGonagall told me,"" said Lupin, passing Harry a chipped mug of tea."
"harry","prisoner_of_azkaban",44,272,"  ""No,"" said Harry."
"lupin","prisoner_of_azkaban",44,280,"  ""Yes,"" said Lupin slowly."
"lupin","prisoner_of_azkaban",44,288," ""Well,"" said Lupin, frowning slightly, ""I assumed that if the boggart faced you, it would assume the shape of Lord Voldemort."""
"lupin","prisoner_of_azkaban",44,292," ""Clearly, I was wrong,"" said Lupin, still frowning at Harry."
"harry","prisoner_of_azkaban",44,295,"  ""I didn't think of Voldemort,"" said Harry honestly."
"lupin","prisoner_of_azkaban",44,297,"  ""I see,"" said Lupin thoughtfully."
"harry","prisoner_of_azkaban",44,307,"yeah,"" said Harry."
"lupin","prisoner_of_azkaban",44,310," ""Come in,"" called Lupin."
"lupin","prisoner_of_azkaban",44,313," ""Ah, Severus,"" said Lupin, smiling."
"lupin","prisoner_of_azkaban",44,317," ""I was just showing Harry my grindylow,"" said Lupin pleasantly, pointing at the tank."
"snape","prisoner_of_azkaban",44,318," ""Fascinating,"" said Snape, without looking at it."
"lupin","prisoner_of_azkaban",44,320,"  ""Yes, Yes, I will,"" said Lupin."
"snape","prisoner_of_azkaban",44,325,"  ""Not at all,"" said Snape, but there was a look in his eye Harry didn't like."
"harry","prisoner_of_azkaban",44,348,"  ""Right,"" said Harry, putting down his empty teacup."
"ron","prisoner_of_azkaban",44,350," ""There you go,"" said Ron."
"harry","prisoner_of_azkaban",44,354," ""Thanks,"" said Harry, picking up a packet of tiny black Pepper Imps."
"harry","prisoner_of_azkaban",44,364,"  ""No,"" said Harry."
"harry","prisoner_of_azkaban",44,375,"  ""Yeah, maybe,"" said Harry as they reached the entrance hall and crossed into the Great Hall."
"dumbledore","prisoner_of_azkaban",44,402," ""We need to find her,"" said Dumbledore."
"professor","prisoner_of_azkaban",45,9," ""Sleep well,"" said Professor Dumbledore, closing the door behind him."
"ron","prisoner_of_azkaban",45,18," ""Dumbledore obviously thinks he might be,"" said Ron."
"hermione","prisoner_of_azkaban",45,19," ""It's very lucky he picked tonight, you know,"" said Hermione as they climbed fully dressed into their sleeping bags and propped themselves on their elbows to talk."
"ron","prisoner_of_azkaban",45,21,"  I reckon he's lost track of time, being on the run,"" said Ron."
"dean","prisoner_of_azkaban",45,28,"""He could've flown in,"" suggested Dean Thomas."
"ron","prisoner_of_azkaban",45,31," ""Probably,"" said Ron."
"hermione","prisoner_of_azkaban",45,33,"  ""Because the castle's protected by more than walls, You know,,, said Hermione."
"dumbledore","prisoner_of_azkaban",45,82," ""I do, Severus,"" said Dumbledore, and there was something like warning in his voice."
"dumbledore","prisoner_of_azkaban",45,84,"I did express my concerns whet, you appointed --""  ""I do not believe a single person inside this castle would have helped Black enter it,"" said Dumbledore, and his tone made it so clear that the subject was closed that Snape didn't reply."
"dumbledore","prisoner_of_azkaban",45,85,"""I must go down to the dementors,"" said Dumbledore."
"dumbledore","prisoner_of_azkaban",45,89," ""Oh yes,"" said Dumbledore coldly."
"seamus","prisoner_of_azkaban",45,103," ""He's a complete lunatic,"" said Seamus Finnigan angrily to Percy."
"percy","prisoner_of_azkaban",45,105,"  ""None of the other pictures wanted the job,"" said Percy."
"harry","prisoner_of_azkaban",45,113,"""I know this will come as a shock to you, but Sirius Black --""  ""I know he's after me,"" said Harry wearily."
"katie","prisoner_of_azkaban",45,155," ""Strong and silent,"" said Katie, and they started to giggle again."
"fred","prisoner_of_azkaban",45,156," ""He's only silent because he's too thick to string two words together,"" said Fred impatiently."
"oliver","prisoner_of_azkaban",45,157,"""I don't know why you're worried, Oliver, Hufflepuff is a pushover."
"snape","prisoner_of_azkaban",45,187," ""He says he is feeling too ill to teach today,"" said Snape with a twisted smile."
"professor","prisoner_of_azkaban",45,196," ""As I was saying before Potter interrupted, Professor Lupin has not left any record of the topics you have covered so far --""  ""Please, sir, we've done boggarts, Red Caps, kappas, and grindylows,"" said Hermione quickly, ""and we're just about to start --""  ""Be quiet,"" said Snape coldly."
"hermione","prisoner_of_azkaban",45,196," ""As I was saying before Potter interrupted, Professor Lupin has not left any record of the topics you have covered so far --""  ""Please, sir, we've done boggarts, Red Caps, kappas, and grindylows,"" said Hermione quickly, ""and we're just about to start --""  ""Be quiet,"" said Snape coldly."
"snape","prisoner_of_azkaban",45,196," ""As I was saying before Potter interrupted, Professor Lupin has not left any record of the topics you have covered so far --""  ""Please, sir, we've done boggarts, Red Caps, kappas, and grindylows,"" said Hermione quickly, ""and we're just about to start --""  ""Be quiet,"" said Snape coldly."
"dean","prisoner_of_azkaban",45,199,"  ""He's the best Defense Against the Dark Arts teacher we've ever had,"" said Dean Thomas boldly, and there was a murmur of agreement from the rest of the class."
"snape","prisoner_of_azkaban",45,204," ""Werewolves,"" said Snape."
"hermione","prisoner_of_azkaban",45,205," ""But, sir,"" said Hermione, seemingly unable to restrain herself, ""we're not supposed to do werewolves yet, we're due to start hinkypunks --""  ""Miss Granger,"" said Snape in a voice of deadly calm, ""I was under the impression that I am teaching this lesson, not you."
"snape","prisoner_of_azkaban",45,205," ""But, sir,"" said Hermione, seemingly unable to restrain herself, ""we're not supposed to do werewolves yet, we're due to start hinkypunks --""  ""Miss Granger,"" said Snape in a voice of deadly calm, ""I was under the impression that I am teaching this lesson, not you."
"parvati","prisoner_of_azkaban",45,217,"""Are you telling me that Professor Lupin hasn't even taught you the basic distinction between --""  ""We told you,"" said Parvati suddenly, ""we haven't got as far as werewolves yet, we're still on --""  ""Silence!"""
"hermione","prisoner_of_azkaban",45,221,"  ""Please, sir,"" said Hermione, whose hand was still in the air, ""the werewolf differs from the true wolf in several small ways."
"snape","prisoner_of_azkaban",45,222,"The snout of the werewolf --""  ""That is the second time you have spoken out of turn, Miss Granger,"" said Snape coolly."
"hermione","prisoner_of_azkaban",45,225,"It was a mark of how much the class loathed Snape that they were all glaring at him, because every one of them had called Hermione a know-it-all at least once, and Ron, who told Hermione she was a know-it-all at least twice a week, said loudly, ""You asked us a question and she knows the answer!"
"hermione","prisoner_of_azkaban",45,246,"  ""I don't know,"" said Hermione pensively."
"snape","prisoner_of_azkaban",45,249," ""D'you know what that --"" (he called Snape something that made Hermione say ""Ron!"""
"alicia","prisoner_of_azkaban",45,285," ""Stop worrying, Oliver,"" said Alicia soothingly, ""we don't mind a bit of rain."""
"fred","prisoner_of_azkaban",45,394," ""You fell off,"" said Fred."
"alicia","prisoner_of_azkaban",45,396,"  ""We thought you'd died,"" said Alicia, who was shaking."
"harry","prisoner_of_azkaban",45,399," ""But the match,"" said Harry."
"george","prisoner_of_azkaban",45,405,"  ""Diggory got the Snitch,"" said George."
"fred","prisoner_of_azkaban",45,414," ""Still in the showers,"" said Fred."
"george","prisoner_of_azkaban",45,419,"  ""There had to be one time you didn't get it,"" said George."
"fred","prisoner_of_azkaban",45,420," ""It's not over yet,"" said Fred."
"george","prisoner_of_azkaban",45,423,"  ""Hufflepuff'll have to lose by at least two hundred points,"" said George."
"ron","prisoner_of_azkaban",45,444,"We heard him --""  ""Then he magicked you onto a stretcher,"" said Ron."
"hermione","prisoner_of_azkaban",45,455,"when you fell off, it got blown away,"" said Hermione hesitantly."
"ron","prisoner_of_azkaban",45,462," ""Well, you know the Whomping Willow,"" said Ron."
"hermione","prisoner_of_azkaban",45,464,"  ""Professor Flitwick brought it back just before you came around, said Hermione in a very small voice."
"ron","prisoner_of_azkaban",46,24," ""If Snape's teaching Defense Against the Dark Arts again, I'm skiving off,"" said Ron as they headed toward Lupin's classroom after lunch."
"hermione","prisoner_of_azkaban",46,41,"  ""Oh no,"" said Hermione, looking very disappointed."
"professor","prisoner_of_azkaban",46,45," ""Lures travelers into bogs,"" said Professor Lupin as they took notes."
"lupin","prisoner_of_azkaban",46,51," ""I heard about the match,"" said Lupin, turning back to his desk and starting to pile books into his briefcase, ""and I'm sorry about your broomstick."
"harry","prisoner_of_azkaban",46,53,"  ""No,"" said Harry."
"harry","prisoner_of_azkaban",46,67,"  ""Yes,"" said Harry."
"professor","prisoner_of_azkaban",46,72,"  ""It has nothing to do with weakness,"" said Professor Lupin sharply, as though he had read Harry's mind."
"lupin","prisoner_of_azkaban",46,89," ""They're getting hungry,"" said Lupin coolly, shutting his briefcase with a snap."
"harry","prisoner_of_azkaban",46,105,"  ""You made that dementor on the train back off,"" said Harry suddenly."
"lupin","prisoner_of_azkaban",46,106," ""There are -- certain defenses one can use,"" said Lupin."
"fred","prisoner_of_azkaban",46,142,"  ""We've come to give you a bit of festive cheer before we go,"" said Fred, with a mysterious wink."
"george","prisoner_of_azkaban",46,152,"  ""This, Harry, is the secret of our success,"" said George, patting the parchment fondly."
"fred","prisoner_of_azkaban",46,153," ""It's a wrench, giving it to you,"" said Fred, ""but we decided last night, your need's greater than ours."""
"george","prisoner_of_azkaban",46,154,"  ""Anyway, we know it by heart,"" said George."
"harry","prisoner_of_azkaban",46,167," ""Don't tell me --"" said Harry, starting to grin."
"george","prisoner_of_azkaban",46,171,"  ""It's not as bad as it sounds, you know,"" said George."
"fred","prisoner_of_azkaban",46,175,"  ""Oh yes,"" said Fred, smirking."
"harry","prisoner_of_azkaban",46,177,"  ""You're winding me up,"" said Harry, looking at the ragged old bit of parchment."
"fred","prisoner_of_azkaban",46,189,"And many of them seemed to lead -  ""Right into Hogsmeade,"" said Fred, tracing one of them with his finger."
"george","prisoner_of_azkaban",46,198,"  ""Moony, Wormtaill Padfoot, and Prongs,"" sighed George, patting the heading of the map."
"fred","prisoner_of_azkaban",46,200,"  ""Noble men, working tirelessly to help a new generation of lawbreakers,"" said Fred solemnly."
"george","prisoner_of_azkaban",46,201," ""Right,"" said George briskly."
"fred","prisoner_of_azkaban",46,205,"  ""So, young Harry,"" said Fred, in an uncanny impersonation of Percy, ""mind you behave yourself."""
"george","prisoner_of_azkaban",46,206,"  ""See you in Honeydukes,"" said George, winking."
"harry","prisoner_of_azkaban",46,282," ""Definitely not,"" said Harry."
"ron","prisoner_of_azkaban",46,289,"said Ron, looking very impressed, ""you've learned to Apparate!"""
"harry","prisoner_of_azkaban",46,290,"  ""'Course I haven't,"" said Harry."
"harry","prisoner_of_azkaban",46,309,"  ""He can't be getting in through a passage,"" said Harry quickly."
"ron","prisoner_of_azkaban",46,333,"  ""He'd have a job spotting Harry in this,"" said Ron, nodding through the mullioned windows at the thick, swirling snow."
"ron","prisoner_of_azkaban",46,351," ""That's the post office  ""Zonko's is up there --""  ""We could go up to the Shrieking Shack  ""Tell you what,"" said Ron, his teeth chattering, ""shall we go for a butterbeer in the Three Broomsticks?"""
"ron","prisoner_of_azkaban",46,355," ""That's Madam Rosmerta,"" said Ron."
"professor","prisoner_of_azkaban",46,374,"""A small gillywater --""  ""Mine,"" said Professor McGonagall's voice."
"professor","prisoner_of_azkaban",46,409,"  ""I should think not,"" said Professor McGonagall sharply."
"professor","prisoner_of_azkaban",46,434," ""Precisely,"" said Professor McGonagall."
"professor","prisoner_of_azkaban",46,467," ""Naturally,"" said Professor McGonagall."
"dumbledore","prisoner_of_azkaban",46,468,"""James Potter told Dumbledore that Black would die rather than tell where they were, that Black was planning to go into hiding himself..."
"professor","prisoner_of_azkaban",46,473," ""He was sure that somebody close to the Potters had been keeping You-Know-Who informed of their movements,"" said Professor McGonagall darkly."
"professor","prisoner_of_azkaban",46,532," ""Hero-worshipped Black and Potter,"" said Professor McGonagall."
"professor","prisoner_of_azkaban",46,586," ""You know, Cornelius, if you're dining with the headmaster, he'd better head back up to the castle,"" said Professor McGonagall."
"harry","prisoner_of_azkaban",47,49," ""I'm fine,"" said Harry."
"hermione","prisoner_of_azkaban",47,50," ""Harry, listen,"" said Hermione, exchanging a look with Ron, you must be really upset about what we heard yesterday."
"ron","prisoner_of_azkaban",47,54," ""Like trying to go after Black,"" said Ron sharply."
"ron","prisoner_of_azkaban",47,59," ""Because Black's not worth dying for,"" said Ron."
"harry","prisoner_of_azkaban",47,90,"Black's a madman, Harry, and he's dangerous --""  ""Malfoy's dad must have told him,"" said Harry, ignoring Ron."
"hermione","prisoner_of_azkaban",47,96,"  ""Harry, please,"" said Hermione, her eyes now shining with tears, ""Please be sensible."
"harry","prisoner_of_azkaban",47,101,"  ""I'll never know what they'd have wanted, because thanks to Black, I've never spoken to them,"" said Harry shortly."
"ron","prisoner_of_azkaban",47,104," ""Look,"" said Ron, obviously casting around for a change of subject, ""it's the holidays!"
"harry","prisoner_of_azkaban",47,110,"""Harry isn't supposed to leave the castle, Ron --""  ""Yeah, let's go,"" said Harry, sitting up, ""and I can ask him how come he never mentioned Black when he told me all about my parents!"""
"harry","prisoner_of_azkaban",47,113,"Percy left a set --""  ""No, let's visit Hagrid,"" said Harry firmly."
"ron","prisoner_of_azkaban",47,152," ""Oh,"" said Ron."
"hermione","prisoner_of_azkaban",47,167," ""You'll have to put up a good strong defense, Hagrid,"" said Hermione, sitting down and laying a hand on Hagrid's massive forearm."
"hermione","prisoner_of_azkaban",47,181,"You can call us as witnesses --""  ""I'm sure I've read about a case of hippogriff-baiting,"" said Hermione thoughtfully, ""where the hippogriff got off I'll look it up for you, Hagrid, and see exactly what happened."""
"yer","prisoner_of_azkaban",47,188," At last, after many more assurances of help, with a steaming mug of tea in front of him, Hagrid blew his nose on a handkerchief the size of a tablecloth and said, ""Yer right."
"harry","prisoner_of_azkaban",47,268," ""Look and see if there's a card,"" said Harry."
"harry","prisoner_of_azkaban",47,272,"  ""Well,"" said Harry, feeling stunned, ""I'm betting it wasn't the Dursleys."""
"ron","prisoner_of_azkaban",47,273,"  I bet it was Dumbledore,"" said Ron, now walking around and around the Firebolt, taking in every glorious inch."
"harry","prisoner_of_azkaban",47,275,"  ""That was my dad's, though,"" said Harry."
"ron","prisoner_of_azkaban",47,287,"  ""I know,"" said Ron, controlling himself, ""I know who it could've been -- Lupin!"""
"harry","prisoner_of_azkaban",47,289,"said Harry, now starting to laugh himself ""Lupin?"
"ron","prisoner_of_azkaban",47,291,"  ""Yeah, but he likes you,"" said Ron."
"ron","prisoner_of_azkaban",47,295,"  ""Well, he wasn't in the hospital wing,"" said Ron."
"harry","prisoner_of_azkaban",47,307,"  ""No idea,"" said Harry."
"hermione","prisoner_of_azkaban",47,313," ""I don't know,"" said Hermione slowly, ""but it's a bit odd, isn't it?"
"ron","prisoner_of_azkaban",47,318,"  ""Probably cost more than all the Slytherins' brooms put together,"" said Ron happily."
"ron","prisoner_of_azkaban",47,343," ""You'd better take that cat out of here, Hermione,"" said Ron furiously, sitting on Harry's bed nursing his toe."
"professor","prisoner_of_azkaban",47,379," ""I have been crystal gazing, Headmaster,"" said Professor Trelawney in her mistiest, most faraway voice, ""and to my astonishment, I saw myself abandoning my solitary luncheon and coming to join you."
"dumbledore","prisoner_of_azkaban",47,382,"  ""Certainly, certainly,"" said Dumbledore, his eyes twinkling."
"professor","prisoner_of_azkaban",47,389,"  ""We'll risk it, Sibyll,"" said Professor McGonagall inpatiendy."
"dumbledore","prisoner_of_azkaban",47,396,"  ""I'm afraid the poor fellow is ill again,"" said Dumbledore, indicating that everybody should start serving themselves."
"professor","prisoner_of_azkaban",47,404," ""That explains a great deal,"" said Professor McGonagall tartly."
"professor","prisoner_of_azkaban",47,408,"He positively fled when I offered to crystal gaze for him --""  ""Imagine that,"" said Professor McGonagall dryly."
"dumbledore","prisoner_of_azkaban",47,409," I doubt,"" said Dumbledore, in a cheerful but slightly raised voice, which put an end to Professor McGonagall and Professor Trelawney's conversation, ""that Professor Lupin is in any immediate danger."
"snape","prisoner_of_azkaban",47,411,"  ""Yes, Headmaster,"" said Snape."
"professor","prisoner_of_azkaban",47,415,"  ""It will need to be checked for jinxes,"" said Professor McGonagall."
"professor","prisoner_of_azkaban",47,418," ""It shouldn't take more than a few weeks,"" said Professor McGonagall."
"professor","prisoner_of_azkaban",47,422,"""Honestly, Professor --""  ""You can't know that, Potter,"" said Professor McGonagall, quite kindly, ""not until you've flown it, at any rate, and I'm afraid that is out of the question until we are certain that it has not been tampered with."
"harry","prisoner_of_azkaban",48,16," ""I'm working on it,"" said Harry quickly."
"harry","prisoner_of_azkaban",48,23,"  ""No,"" said Harry."
"ron","prisoner_of_azkaban",48,26,"  ""He got a Firebolt for Christmas,"" said Ron."
"harry","prisoner_of_azkaban",48,31,"  ""Don't get excited, Oliver,"" said Harry gloomily."
"harry","prisoner_of_azkaban",48,44,"  ""I know,"" said Harry, ""but McGonagall still wants to strip it down --""  Wood went pale."
"lupin","prisoner_of_azkaban",48,56," ""Ah yes,"" said Lupin, when Harry reminded him of his promise at the end of class."
"hermione","prisoner_of_azkaban",48,69," ""Nothing,"" said Hermione in a lofty voice, heaving her bag back over her shoulder."
"ron","prisoner_of_azkaban",48,70," ""Yes, you were,"" said Ron."
"hermione","prisoner_of_azkaban",48,74," ""Fine,"" said Hermione haughtily, and she marched off."
"ron","prisoner_of_azkaban",48,75," ""She doesn't know,"" said Ron, staring resentfully after Hermione."
"lupin","prisoner_of_azkaban",48,81," ""Another boggart,"" said Lupin, stripping off his cloak."
"harry","prisoner_of_azkaban",48,86,"  ""Okay,"" said Harry, trying to sound as though he wasn't apprehensive at all and merely glad that Lupin had found such a good substitute for a real dementor."
"lupin","prisoner_of_azkaban",48,93," ""Well, when it works correctly, It conjures up a Patronus,"" said Lupin, ""which is a kind of anti- dementor -- a guardian that acts as a shield between you and the dementor."""
"harry","prisoner_of_azkaban",48,111,"  ""Oh -- yeah --"" said Harry, quickly forcing his thoughts back to that first broom ride."
"lupin","prisoner_of_azkaban",48,116,"  ""Very good,"" said Lupin, smiling."
"lupin","prisoner_of_azkaban",48,158,""" said Lupin."
"harry","prisoner_of_azkaban",48,165," ""Ready,"" said Harry; trying hard to fill his head with happy thoughts about Gryffindor winning, and not dark thoughts about what was going to happen when the box opened."
"lupin","prisoner_of_azkaban",48,192,"  ""I -- I did, as a matter of fact,"" said Lupin."
"lupin","prisoner_of_azkaban",48,226,"  ""Not now,"" said Lupin firmly."
"harry","prisoner_of_azkaban",48,231,"  ""Okay,"" said Harry."
"harry","prisoner_of_azkaban",48,288,"  ""I'm not buying anything Malfoy thinks is good,"" said Harry flatly."
"professor","prisoner_of_azkaban",48,300," ""You're expecting too much of yourself,"" said Professor Lupin, sternly in their fourth week of practice."
"harry","prisoner_of_azkaban",48,303,"  I thought a Patronus would -- charge the dementors down or something,"" said Harry dispiritedly."
"lupin","prisoner_of_azkaban",48,304,"""Make them disappear --""  ""The true Patronus does do that,"" said Lupin."
"harry","prisoner_of_azkaban",48,307,"  ""You said it's harder if there are loads of them,"" said Harry."
"lupin","prisoner_of_azkaban",48,308," ""I have complete confidence in you,"" said Lupin, smiling."
"lupin","prisoner_of_azkaban",48,316," I see,"" said Lupin, though he still looked slightly suspicious."
"lupin","prisoner_of_azkaban",48,326,"  ""They call it the Dementor's Kiss,"" said Lupin, with a slightly twisted smile."
"lupin","prisoner_of_azkaban",48,331,"  ""Oh no,"" said Lupin."
"harry","prisoner_of_azkaban",48,351,"  ""Yes,"" said Harry defiantly."
"professor","prisoner_of_azkaban",48,365,"  ""Seriously,"" said Professor McGonagall, and she was actually smiling."
"harry","prisoner_of_azkaban",48,377,"anything,"" said Harry, his heart lighter than it had been in a month."
"ron","prisoner_of_azkaban",48,380,"  ""Yeah, all right,"" said Ron."
"ron","prisoner_of_azkaban",48,390,"  ""Oh, shut up,"" said Ron as he and Harry drew level with Neville."
"harry","prisoner_of_azkaban",48,394,"  ""Oddsbodikins,"" said Harry to Sir Cadogan, who looked extremely disappointed and reluctantly swung forward to let them into the common room."
"harry","prisoner_of_azkaban",48,403," ""I got it back,"" said Harry, grinning at her and holding up the Firebolt."
"harry","prisoner_of_azkaban",48,410,"  ""Yeah, I suppose so,"" said Harry."
"hermione","prisoner_of_azkaban",48,418," ""I suppose so,"" said Hermione, moving a great stack of parchment off a chair."
"hermione","prisoner_of_azkaban",48,422," ""Oh, well -- you know -- working hard,"" said Hermione."
"harry","prisoner_of_azkaban",48,428," ""Arithmancy looks terrible,"" said Harry, picking up a very complicated-looking number chart."
"hermione","prisoner_of_azkaban",48,451,"  ""N -- no,"" said Hermione in a trembling voice."
"fred","prisoner_of_azkaban",49,11," ""Come on, Ron, you were always saying how boring Scabbers was,"" said Fred bracingly."
"george","prisoner_of_azkaban",49,16," ""All he did was eat and sleep, Ron, you said it yourself,"" said George."
"harry","prisoner_of_azkaban",49,20,"  ""Yeah, that's true,"" said Harry."
"fred","prisoner_of_azkaban",49,21," ""His finest hour,"" said Fred, unable to keep a straight face."
"harry","prisoner_of_azkaban",49,57,"  ""Yeah,"" said Harry, thinking of his feeble Patronus and wishing it were stronger."
"fred","prisoner_of_azkaban",49,59,"Dumbledore'd go ballistic,"" said Fred confidently."
"harry","prisoner_of_azkaban",49,65," ""Here you go,"" said Harry, handing Ron the Firebolt."
"percy","prisoner_of_azkaban",49,101," ""Harry -- make sure you win,"" said Percy, in an urgent whisper."
"harry","prisoner_of_azkaban",49,108," ""Yeah, reckon so,"" said Harry casually."
"harry","prisoner_of_azkaban",49,113," ""Pity you can't attach an extra arm to yours, Malfoy,"" said Harry."
"professor","prisoner_of_azkaban",49,201,"  ""That would be because they -- er -- weren't dementors,"" said Professor Lupin."
"lupin","prisoner_of_azkaban",49,203," ""You gave Mr. Malfoy quite a fright,"" said Lupin."
"harry","prisoner_of_azkaban",49,220,"  ""Right,"" said Harry, and feeling happier than he had in ages, he and the rest of the team led the way, still in their scarlet robes, out of the stadium and back up to the castle."
"hermione","prisoner_of_azkaban",49,231," ""Of course I did,"" said Hermione in a strangely high-pitched voice, not looking up."
