Book,Character,House,Text
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Girls don't often ask questions like that,' said Hermione."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'I'm not saying what she did was sensible,' said Hermione, as Ginny joined them, just as muddy as Ron and looking equally disgruntled."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'You should write a book,' Ron told Hermione as he cut up his potatoes, 'translating mad things girls do so boys can understand them.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yeah,' said Harry fervently, looking over at the Ravenclaw table."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'It was a nightmare,' said Ron in a surly voice."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Oh come on,' said Hermione, looking at Ginny, 'I'm sure it wasn't that - '    'Yes, it was,' said Ginny."
Book_Order_Of_The_Phoenix,Book_Ginny,Gryffindor,"  'Oh come on,' said Hermione, looking at Ginny, 'I'm sure it wasn't that - '    'Yes, it was,' said Ginny."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"    'Come on, Ginny's not bad,' said George fairly, sitting down next to Fred."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'She's been breaking into your broom shed in the garden since the age of six and taking each of your brooms out in turn when you weren't looking,' said Hermione from behind her tottering pile of Ancient Rune books."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'Oh,' said George, looking mildly impressed."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"  'Well, he can do it if he doesn't think anyone's watching him,' said Fred, rolling his eyes."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'Told you already, we're not fussed about NEWTs,' said Fred."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'Kill him, more like,' said Fred firmly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'That's the trouble with Quidditch,' said Hermione absent-mindedly, once again bent over her Runes translation, 'it creates all this bad feeling and tension between the houses.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Hermione,' said Harry, shaking his head, 'you're good on feelings and stuff, but you just don't understand about Quidditch.'"
Book_Order_Of_The_Phoenix,Book_Ginny,Gryffindor,"  'Good catch,' Harry told Ginny back in the common room, where the atmosphere resembled that of a particularly dismal funeral."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"  'I haven't even got the heart to take the mickey out of him,' said Fred, looking over at Ron's crumpled figure."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    Thais what I thought,' said Hermione eagerly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Help yourself,' said Harry, feeling slightly bemused."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'This one's from a bloke who thinks you're off your rocker,' said Ron, glancing down his letter."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    This woman recommends you try a good course of Shock Spells at St Mungo's,' said Hermione, looking disappointed and crumpling up a second."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  This one looks OK, though,' said Harry slowly scanning a long letter from a witch in Paisley."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    This one's in two minds,' said Fred, who had joined in the letter-opening with enthusiasm."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Here's another one you've convinced, Harry!'"
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"    'Another one who thinks you're barking,' said Ron, throwing a crumpled letter over his shoulder '."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"    'Be careful, Mr Weasley or I shall have to put you in detention,' said Umbridge."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'People have written to me because I gave an interview,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I mean a reporter asked me questions and I answered them,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Last Hogsmeade weekend,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  Then they spotted me, and obviously they know I know you, so they bombarded me with questions,' Hermione told Harry, her eyes shining, 'and Harry, I think they believe you, I really do."
Book_Order_Of_The_Phoenix,Book_Theodore,#N/A,"    If anything more was needed to complete Harry's happiness, it was the reaction he got from Malfoy Crabbe and Goyle, He saw them with their heads together later that afternoon in the library; they were with a weedy-looking boy Hermione whispered was called Theodore Nott."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'And the best bit,' whispered Hermione gleefully, as they left the library, 'is they can't contradict you, because they can't admit they've read the article!'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I have been badly advised, it seems,' said Harry, in a high, cold voice that pulsed with anger."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I do not blame you, Rookwood,' said Harry in that cold, cruel voice."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Stand up, Rookwood,' whispered Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'You have done well to tell me this,' said Harry."
Book_Order_Of_The_Phoenix,Book_Rookwood,#N/A,"yes, My Lord,' gasped Rookwood, his voice hoarse with relief."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No - everyone's fine - ' gasped Harry, whose forehead felt as though it were on fire."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I was You-Know-Who,' said Harry, and he stretched out his hands in the darkness and held them up to his face, to check that they were no longer deathly white and long-fingered."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Did you say,' murmured Ron, putting his head close to Harry's on the pretence of helping himself to water from the jug on his bedside table, 'that you were You-Know-Who?'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yeah,' said Harry quietly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Harry,' he said, as Dean and Seamus clattered around noisily, pulling off their robes and talking, 'you've got to tell - '    'I haven't got to tell anyone,' said Harry shortly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'He was even hanging around that day I had my hearing,' said Harry."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Sturgis Podmore - ' said Hermione breathlessly, 'arrested for trying to get through a door!"
Book_Order_Of_The_Phoenix,Book_Voldemort,Slytherin,  'And now Rookwood's told Voldemort how to get the weapon?'
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I didn't hear all the conversation, but that's what it sounded like,' said Harry."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'You're supposed to be learning how to close your mind to this sort of thing,' said Hermione, suddenly stern."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I know I am,' said Harry."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"'But - '    'Well, I think we should just try and forget what you saw,' said Hermione firmly."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  That last memory,' said Snape."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I don't know,' said Harry, getting wearily to his feet."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"    'No,' said Snape softly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"nothing,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'It - ' said Harry, looking everywhere but at Snape, 'it was -just a dream I had.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yes,' said Harry stiffly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'So I can learn Occlumency, said Harry, now glaring at a dead eel."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'Perhaps,' said Snape, his dark, cold eyes narrowing slightly, 'perhaps you actually enjoy having these visions and dreams, Potter."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No, they don't,' said Harry, his jaw set and his fingers clenched tightly around the handle of his wand."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  That is just as well, Potter,' said Snape coldly, 'because you a;-e neither special nor important, and it is not up to you to find out what the Dark Lord is saying to his Death Eaters.'"
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'Reparo,' hissed Snape, and the jar sealed itself at once."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'On the count of three, then,' said Snape, raising his wand once more."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"dunno what happened,' said Harry truthfully, standing up."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"howled Professor Trelawney, tears streaming down her face from behind her enormous lenses, 'you c - can't sack me!"
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"    'It was your home,' said Professor Umbridge, and Harry was revolted to see the enjoyment stretching her toadlike face as she watched Professor Trelawney sink, sobbing uncontrollably, on to one of her trunks, 'until an hour ago, when the Minister for Magic: countersigned your Order of Dismissal."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"I sh - shall - leave Hogwarts and s - seek my fortune elsewhere - '    'No,' said Dumbledore sharply."
Book_Order_Of_The_Phoenix,Book_Mcgonagall,Gryffindor,"    'Of course,' said McGonagall."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Oh, that won't be a problem,' said Dumbledore pleasantly."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"Might I remind you, Dumbledore, that under Educational Decree Number Twenty-two - '    'The Ministry has the right to appoint a suitable candidate if - and only if - the Headmaster is unable to find one,' said Dumbledore."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  This is Firenze,' said Dumbledore happily to a thunderstruck Umbridge."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Not really,' said Hermione indifferently, who was reading the Daily Prophet."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Either way, he's still got four legs,' said Hermione coolly."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'I've got a feeling Umbridge has only just started being horrible,' said Hermione darkly."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'Impossible,' said Ron, who was tucking into a large plate of eggs and bacon."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'You mark my words, she's going to want revenge on Dumbledore for appointing a new teacher without consulting her,' said Hermione, closing the newspaper."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Er - hi,' said Harry, shaking hands with the centaur, who surveyed him unblinkingly through those astonishingly blue eyes but did not smile."
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"  'Professor Dumbledore has kindly arranged this classroom for us,' said Firenze, when everyone had settled down, 'in imitation of my natural habitat."
Book_Order_Of_The_Phoenix,Book_Parvati,Gryffindor,"    'Please - er - sir - ' said Parvati breathlessly, raising her hand, - why not?"
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"    'It is not a question of your bravery,' said Firenze, 'but of my position."
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"  'Centaurs are not the servants or playthings of humans,' said Firenze quietly."
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"    'Because I have agreed to work for Professor Dumbledore,' said Firenze."
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"  'Let us begin,' said Firenze."
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"    'Lie back on the floor, said Firenze in his calm voice, and observe the heavens."
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"'Mars causes accidents and burns and things like that, and when it makes an angle to Saturn, like now - ' she drew a right-angle in the air above her '- that means people need to be extra careful when handling hot things - '    'That,' said Firenze calmly, 'is human nonsense.'"
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"  Trivial hurts, tiny human accidents,' said Firenze, as his hooves thudded over the mossy floor."
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"  ' - is a human,' said Firenze simply."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  Harry and Ron were on the point of following them when Firenze called, 'Harry Potter, a word, please.'"
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Yes,' said Harry."
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"  'And he would do better to abandon it,' said Firenze, nodding."
Book_Order_Of_The_Phoenix,Book_Firenze,No Entry,"  'Hagrid has recently rendered me a great service,' said Firenze, 'and he has long since earned my respect for the care he shows all living creatures."
Book_Order_Of_The_Phoenix,Book_Hagrid,Gryffindor,"If you're doing anything you shouldn't be, you'll be - '    There's things more importan' than keepin' a job,' said Hagrid."
Book_Order_Of_The_Phoenix,Book_Cho,Ravenclaw,"  'Oh, don't be such a killjoy,' said Cho brightly, watching her silvery swan-shaped Patronus soar around the Room of Requirement C-Uring their last lesson before Easter."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    They're not supposed to be pretty, they're supposed to protect you,' said Harry patiently."
Book_Order_Of_The_Phoenix,Book_Neville,Gryffindor,"  'I'm trying,' said Neville miserably, who was trying so hard his round face was actually shining with sweat."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'He was heading back to Gryffindor Tower,' said Umbridge."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'No,' said Harry, firmly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No, I don't,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Not that I'm aware of,' said Harry blandly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yes, it is,' said Harry, hoisting an unconvincing look of innocent surprise on to his face."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'I think, Minister,' said Umbridge silkily from beside him, 'we might make better progress if I fetch our informant.'"
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Nothing at all, Cornelius,' said Dumbledore gravely, inclining his head."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Don't be scared, dear, don't be frightened,' said Professor Umbridge softly, patting her on the back, 'it's quite all right, now."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'Never mind the spots now, dear,' said Umbridge impatiently, 'just take your robes away from your mouth and tell the Minister - '    But Marietta gave another muffled wail and shook her head frantically."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"He was heavily bandaged, it is true, but his hearing was quite unimpaired,' said Umbridge smugly 'He heard every word Potter said and hastened straight to the school to report to me - '    'Oh, so that's why he wasn't prosecuted for setting up all those regurgitating toilets!'"
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    Thank you, Fortescue, that will do,' said Dumbledore softly."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  The purpose of Potters meeting with these students,' continued Professor Umbridge, 'was to persuade them to join an illegal society, whose aim was to learn spells and curses the Ministry has decided are inappropriate for school-age - '    'I think you'll find you're wrong there, Dolores,' said Dumbledore quietly, peering at her over the half-moon spectacles perched halfway down his crooked nose."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Well,' said Dumbledore, surveying her with polite interest over the top of his interlocked fingers, 'they certainly would be, if they had continued after the Decree came into effect."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"    'Miss Edgecombe,' said Umbridge at once, 'tell us how long these meetings have been going on, dear."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'I would have thought her meaning was quite clear,' said Professor McGonagall harshly, 'there have been no secret meetings for the past six months."
Book_Order_Of_The_Phoenix,Book_Mcgonagall,Gryffindor,"    'Well, usually when a person shakes their head,' said McGonagall coldly, 'they mean ""no""."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  'I cannot allow you to manhandle my students, Dolores,' said Dumbledore and, for the first time, he looked angry."
Book_Order_Of_The_Phoenix,Book_Kingsley,Hufflepuff,"  'You want to calm yourself, Madam Umbridge,' said Kingsley, in his deep, slow voice."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"    'No,' said Umbridge breathlessly, glancing up at the towering figure of Kingsley."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'Dolores,' said Fudge, with the air of trying to settle something once and for all, 'the meeting tonight - the one we know definitely happened - '    'Yes,' said Umbridge, pulling herself together, 'yes ."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Dumbledore's Army, Cornelius,' said Dumbledore, still smiling as he waved the list of names before Fudge's face."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  That's right,' said Dumbledore pleasantly."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'I did,' said Dumbledore."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Tonight was supposed to be the first meeting,' said Dumbledore, nodding."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  That's right,' said Dumbledore cheerfully."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Be quiet, Harry, or I am afraid you will have to leave my office,' said Dumbledore calmly."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"'Well, well, well - I came here tonight expecting to expel Potter and instead - '    'Instead you get to arrest me,' said Dumbledore, smiling."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Ah,' said Dumbledore gently, 'yes."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    Well,' said Dumbledore apologetically, 'I'm afraid I do.'"
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  'Don't be silly, Dawlish,' said Dumbledore kindly."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Merlin's beard, no,' said Dumbledore, smiling, 'not unless you are foolish enough to force me to.'"
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  'Unfortunately, I had to hex Kingsley too, or it would have looked very suspicious,' said Dumbledore in a low voice."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"    'Oh no,' said Dumbledore, with a grim smile, 'I am not leaving to go into hiding."
Book_Order_Of_The_Phoenix,Book_Dumbledore,Gryffindor,"  'Remember - close your mind - '    But as Dumbledore's fingers closed over Harry's skin, a pa n shot through the scar on his forehead and he felt again that terrible, snakelike longing to strike Dumbledore, to bite him, to hurt him - '    ' - you will understand,' whispered Dumbledore."
Book_Order_Of_The_Phoenix,Book_Ernie,Gryffindor,"  'Dumbledore will be back before long,' said Ernie Macmillan confidently on the way back from Herbology, after listening intently to Harry's story."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'Oh, I expect she really fancied herself sitting up there in the Head's office,' said Hermione viciously, as they walked up the stone steps into the Entrance Hall."
Book_Order_Of_The_Phoenix,Book_Ernie,Gryffindor,"  'It's only teachers who can dock points from houses, Malfoy,' said Ernie at once."
Book_Order_Of_The_Phoenix,Book_Malfoy,Slytherin,"  'The Inquisitorial Squad, Granger,' said Malfoy, pointing towards a tiny silver 'I' on his robes just beneath his prefect's badge."
Book_Order_Of_The_Phoenix,Book_Malfoy,Slytherin,"    'Wise move, Granger,' breathed Malfoy."
Book_Order_Of_The_Phoenix,Book_Ernie,Gryffindor,"  'He was bluffing,' said Ernie, looking appalled."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Malfoy just docked us all about fifty points,' said Harry furiously, as they watched several more stones fly upwards from the Gryffindor hour-glass."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'Yeah, Montague tried to do us during break,' said George."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"  'He never managed to get all the words out,' said Fred, 'due to the fact that we forced him head-first into that Vanishing Cabinet on the first floor.'"
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'Not until Montague reappears, and that could take weeks, I dunno where we sent him,' said Fred coolly."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'Course we have,' said George."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'We've always known where to draw the line,' said Fred."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  We might have put a toe across it occasionally,' said George."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"  'But we've always stopped short of causing real mayhem,' said Fred."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'Well, now -' said George."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,  ' - what with Dumbledore gone - ' said Fred.
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,  ' - we reckon a bit of mayhem - ' said George.
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"  ' - is exactly what our dear new Head deserves,' said Fred."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  'You'll see,' said George."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'I think we should get out of here, you know,' said Hermione nervously."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"'Just in case    'Yeah, all right,' said Ron, and the three of them moved towards the doors to the Great Hall, but Harry had barely glimpsed the day's ceiling of scudding white clouds when somebody tapped him on the shoulder and, turning, he found himself almost nose-to-nose with Filch the caretaker."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'I didn't do it,' said Harry stupidly, thinking of whatever Fred and George were planning."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'I've noticed,' said Harry coldly."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'Sit,' said Umbridge curtly, pointing towards a chair."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Nothing, thank you,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"tea then,' said Harry shrugging."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No,' said Harry."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No idea,' said Harry promptly."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"  'Mr Potter,' said Umbridge, 'let me remind you that it was I who almost caught the criminal Black in the Gryffindor fire in October."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'No idea,' said Harry loudly."
Book_Order_Of_The_Phoenix,Book_Umbridge,Hufflepuff,"shrieked Umbridge, 'they'll be all over the school unless we do something - Stupefy!'"
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"    'Cheers,' whispered George, wiping tears of laughter from his face."
Book_Order_Of_The_Phoenix,Book_Professor,#N/A,"  'Dear, dear,' said Professor McGonagall sardonically, as one of the dragons soared around her classroom, emitting loud bangs and exhaling flame."
Book_Order_Of_The_Phoenix,Book_George,Gryffindor,"  Thanks,' said George, looking both surprised and pleased."
Book_Order_Of_The_Phoenix,Book_Fred,Gryffindor,"    'It was worth it, though,' said Fred, who was taking orders from clamouring Gryffindors."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'Now you mention it,' said Hermione happily, 'd'you know ."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Over here,' said Harry, glad of a reason to postpone his meeting with Snape, and beckoning her across to the corner of the Entrance Hall where the giant hour-glasses stood."
Book_Order_Of_The_Phoenix,Book_Cho,Ravenclaw,"    'Oh, no,' said Cho hurriedly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'Yeah, well,' said Harry moodily."
Book_Order_Of_The_Phoenix,Book_Cho,Ravenclaw,"  'She's a lovely person really,' said Cho."
Book_Order_Of_The_Phoenix,Book_Cho,Ravenclaw,"'And in case you hadn't noticed, he hasn't got sneak written across his face - '    That was a really horrible trick of Hermione Granger's,' said Cho fiercely."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'She should have told us she'd jinxed that list - '    'I think it was a brilliant idea,' said Harry coldly."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Oh yes, I forgot - of course, if it was darling Hermione's idea - '    'Don't start crying again,' said Harry warningly."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'You're late, Potter,' said Snape coldly, as Harry closed the door behind him."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'On the count of three then,' said Snape lazily."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'It's all right, Draco,' said Snape, lowering his wand."
Book_Order_Of_The_Phoenix,Book_Malfoy,Slytherin,"  'It's Professor Umbridge, sir - she needs your help,' said Malfoy."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"Potter,' said Snape, 'we shall resume this lesson tomorrow evening.'"
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"  'Think I did,' said Lupin seriously, as they joined the crowd thronging around the front doors eager to get out into the sunlit grounds."
Book_Order_Of_The_Phoenix,Book_James,Gryffindor,"    'Me too,' said James."
Book_Order_Of_The_Phoenix,Book_James,Gryffindor,"    'Nicked it,' said James casually."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Put that away, will you,' said Sirius finally, as James made a fine catch and Wormtail let out a cheer, 'before Wormtail wets himself with excitement.'"
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'I'm bored,' said Sirius."
Book_Order_Of_The_Phoenix,Book_Lupin,Gryffindor,"    'You might,' said Lupin darkly from behind his book."
Book_Order_Of_The_Phoenix,Book_James,Gryffindor,"    'This'll liven you up, Padfoot,' said James quietly."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'I was watching him, his nose was touching the parchment,' said Sirius viciously."
Book_Order_Of_The_Phoenix,Book_James,Gryffindor,"  'Wash out your mouth,' said James coldly."
Book_Order_Of_The_Phoenix,Book_James,Gryffindor,"    'Well,' said James, appearing to deliberate the point, 'it's more the fact that he exists, if you know what I mean ."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"    Many of the surrounding students laughed, Sirius and Wormtail included, but Lupin, still apparently intent on his book, didn't, and nor did Lily."
Book_Order_Of_The_Phoenix,Book_James,Gryffindor,"    'I will if you go out with me, Evans,' said James quickly."
Book_Order_Of_The_Phoenix,Book_Lily,Gryffindor,"  'I wouldn't go out with you if it was a choice between you and the giant squid,' said Lily."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Bad luck, Prongs,' said Sirius briskly, and turned back to Snape."
Book_Order_Of_The_Phoenix,Book_James,Gryffindor,"    'Certainly,' said James and he jerked his wand upwards; Snape fell into a crumpled heap on the ground."
Book_Order_Of_The_Phoenix,Book_James,Gryffindor,"  'Ah, Evans, don't make me hex you,' said James earnestly."
Book_Order_Of_The_Phoenix,Book_Sirius,Gryffindor,"  'Reading between the lines, I'd say she thinks you're a bit conceited, mate,' said Sirius."
Book_Order_Of_The_Phoenix,Book_James,Gryffindor,"  'Right,' said James, who looked furious now, 'right - '    There was another flash of light, and Snape was once again hanging upside-down in the air."
Book_Order_Of_The_Phoenix,Book_Snape,Slytherin,"  'So,' said Snape, gripping Harry's arm so tightly Harry's hand was starting to feel numb."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"    'N-no,' said Harry, trying to free his arm."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'No,' said Harry, getting to his feet as far from Snape as he could."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"  'Pretty much,' said Harry, not looking at her."
Book_Order_Of_The_Phoenix,Book_Harry,Gryffindor,"'Harry, I think you should go back to him and ask - '    'No,' said Harry forcefully."
Book_Order_Of_The_Phoenix,Book_Ron,Gryffindor,"  'I dunno,' said Ron, 'there's been a lot going on.'"
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"    'That's for Quidditch practice,' said Hermione."
Book_Order_Of_The_Phoenix,Book_Hermione,Gryffindor,"  'I saw Cho earlier,' said Hermione tentatively."
