character,book,text,House
Malfoy,chamber_of_secrets," ""Arthur Weasley loves Muggles so much he should snap his wand in half and go and join them,"" said Malfoy scornfully.",Slytherin
Malfoy,chamber_of_secrets," ""Well, go up to the hospital wing and give all those Mudbloods a kick from me,"" said Malfoy, snickering.",Slytherin
Malfoy,chamber_of_secrets," ""Saint Potter, the Mudbloods' friend,"" said Malfoy slowly.",Slytherin
Malfoy,chamber_of_secrets,"  Harry and Ron waited with bated breath: Malfoy was surely seconds away from telling them it was him - but then  ""I wish I knew who it is,"" said Malfoy petulantly.",Slytherin
Malfoy,chamber_of_secrets,"whoever it was was expelled,"" said Malfoy.",Slytherin
Malfoy,chamber_of_secrets," ""Azkaban - the wizard prison, Goyle,"" said Malfoy, looking at him in disbelief ""Honestly, if you were any slower, you'd be going backward.""",Slytherin
Malfoy,chamber_of_secrets," ""When I've had a look,"" said Malfoy, waving the diary tauntingly at Harry.",Slytherin
Riddle,chamber_of_secrets," ""Oh,"" said Riddle.",Slytherin
Riddle,chamber_of_secrets,"  ""No,"" said Riddle at once.",Slytherin
Riddle,chamber_of_secrets," ""Yes, sir,"" said Riddle, reddening slightly.",Slytherin
Riddle,chamber_of_secrets,"  ""Half-blood, sir,"" said Riddle.",Slytherin
Riddle,chamber_of_secrets,"  ""No, sir,"" said Riddle quickly.",Slytherin
Riddle,chamber_of_secrets," ""I had to see the headmaster, sir,"" said Riddle.",Slytherin
Riddle,chamber_of_secrets," ""Evening, Rubeus,"" said Riddle sharply.",Slytherin
Riddle,chamber_of_secrets," ""Come on, Rubeus,"" said Riddle, moving yet closer.",Slytherin
Riddle,chamber_of_secrets,"  ""Stand aside,"" said Riddle, drawing out his wand.",Slytherin
Malfoy,chamber_of_secrets," ""Dreadful thing, Dumbledore,"" said Malfoy lazily, taking out a long roll of parchment, ""but the governors feel it's time for you to step aside.",Slytherin
Malfoy,chamber_of_secrets," 'An' how many did yeh have ter threaten an' blackmail before they agreed, Malfoy, eh?""",Slytherin
Malfoy,chamber_of_secrets," ""Sir,"" said Malfoy loudly.",Slytherin
Snape,chamber_of_secrets,"  ""Now, now, Malfoy,"" said Snape, though he couldn't suppress a thin- lipped smile.",Slytherin
Malfoy,chamber_of_secrets,"  ""Yeah, right,"" said Malfoy, smirking.",Slytherin
Snape,chamber_of_secrets,"""I don't care, I don't need my wand, I'm going to kill him with my bare hands -""  ""Hurry up, I've got to take you all to Herbology,"" barked Snape over the class's heads, and off they marched, with Harry, Ron, and Dean bringing up the rear, Ron still trying to get loose.",Slytherin
Snape,chamber_of_secrets,"I don't recall -""  ""I certainly remember you saying you were sorry you hadn't had a crack at the monster before Hagrid was arrested,"" said Snape.",Slytherin
Riddle,chamber_of_secrets,"  ""She's still alive,"" said Riddle.",Slytherin
Riddle,chamber_of_secrets,"  ""A memory,"" said Riddle quietly.",Slytherin
Riddle,chamber_of_secrets,"If the basilisk comes -""  ""It won't come until it is called,"" said Riddle calmly.",Slytherin
Riddle,chamber_of_secrets,"  ""I've waited a long time for this, Harry Potter,"" said Riddle.",Slytherin
Riddle,chamber_of_secrets,"We can talk later -""  ""We're going to talk now,"" said Riddle, still smiling broadly, and he pocketed Harry's wand.",Slytherin
Riddle,chamber_of_secrets," ""Well, that's an interesting question,"" said Riddle pleasantly.",Slytherin
Riddle,chamber_of_secrets," ""The diary,"" said Riddle.",Slytherin
Riddle,chamber_of_secrets," ""Yes,"" said Riddle, calmly.",Slytherin
Riddle,chamber_of_secrets," ""it took a very long time for stupid little Ginny to stop trusting her diary,"" said Riddle.",Slytherin
Riddle,chamber_of_secrets," ""Well, you see, Ginny told me all about you, Harry,"" said Riddle.",Slytherin
Riddle,chamber_of_secrets," ""Well, he certainly kept an annoyingly close watch on me after Hagrid was expelled,"" said Riddle carelessly.",Slytherin
Riddle,chamber_of_secrets,"In a few hours the Mandrake Draught will be ready and everyone who was Petrified will be all right again -""  ""Haven't I already told you,"" said Riddle quietly, ""that killing Mudbloods doesn't matter to me anymore?",Slytherin
Riddle,chamber_of_secrets," ""Well,"" said Riddle, smiling pleasantly, ""how is it that you a skinny boy with no extraordinary magical talent - managed to defeat the greatest wizard of all time?",Slytherin
Riddle,chamber_of_secrets," ""Voldemort,"" said Riddle softly, ""is my past, present, and future, Harry Potter .",Slytherin
Riddle,chamber_of_secrets," ""That's a phoenix	said Riddle, staring shrewdly back at it.",Slytherin
Riddle,chamber_of_secrets,"Harry breathed, and he felt the bird's golden claws squeeze his shoulder gently  ""And that -"" said Riddle, now eyeing the ragged thing that Fawkes had dropped, ""that's the old school Sorting Hat -""  So it was.",Slytherin
Riddle,chamber_of_secrets," ""To business, Harry,"" said Riddle, still smiling broadly.",Slytherin
Voldemort,deathly_hallows,"Severus, here,"" said Voldemort, indicating the seat on his immediate right.",Slytherin
Snape,deathly_hallows,"And this information comes ¨C """" ¨C from the source we discussed,"" said Snape.""",Slytherin
Snape,deathly_hallows,"If he has been Confunded, naturally he is certain,"" said Snape.",Slytherin
Snape,deathly_hallows,"""At the home of one of the Order,"" said Snape.",Slytherin
Voldemort,deathly_hallows,"It is a start,"" said Voldemort.",Slytherin
Voldemort,deathly_hallows,"""As long as our friend Thicknesse is not discovered before he has converted the rest,"" said Voldemort.",Slytherin
Snape,deathly_hallows,"""He will not do either,"" said Snape.",Slytherin
Voldemort,deathly_hallows,"""All the better,"" said Voldemort.",Slytherin
Voldemort,deathly_hallows,"Wormtail,"" said Voldemort, with no change in his quiet, thoughtful tone, and without removing his eyes from the revolving body above, ""have I not spoken to you about keeping our prisoner quiet?""",Slytherin
Malfoy,deathly_hallows,"""Elm, my Lord,"" whispered Malfoy.""",Slytherin
Voldemort,deathly_hallows,"""Good,"" said Voldemort.",Slytherin
Lucius,deathly_hallows,"""Of course, my Lord,"" said Lucius Malfoy.",Slytherin
Voldemort,deathly_hallows,"Enough,"" said Voldemort, stroking the angry snake.",Slytherin
Voldemort,deathly_hallows,"""You shall have it,"" said Voldemort.",Slytherin
Snape,deathly_hallows,"""Ah, yes,"" said Snape as the prisoner turned slowly away again.""",Slytherin
Voldemort,deathly_hallows,"But you would not have taken her classes,"" said Voldemort.",Slytherin
Voldemort,deathly_hallows,"""Silence,"" said Voldemort, with another twitch of Malfoy's wand, and Charity fell silent as if gagged.",Slytherin
Voldemort,deathly_hallows,"Dinner, Nagini,"" said Voldemort softly, and the great snake swayed and slithered from his shoulders onto the polished wood.",Slytherin
Voldemort,deathly_hallows,"The remaining Death Eater yelled; Voldemort screamed, ""NO!""",Slytherin
Voldemort,deathly_hallows,"""None of the Order would have told Voldemort we were moving tonight,"" said Harry.",Slytherin
Snape,deathly_hallows,"Have you told Snape you saw this?""",Slytherin
Riddle,deathly_hallows,"Your mother confessed,"" sneered Riddle-Harry, while Riddle-Hermione jeered, ""that she would have preferred me as a son, would be glad to exchange...""",Slytherin
Draco,deathly_hallows,"""I can't ¨C I can't be sure,"" said Draco.",Slytherin
Lucius,deathly_hallows,"""Looks more like a Stinging Jinx to me,"" said Lucius.",Slytherin
Draco,deathly_hallows,"""Yeah,"" said Draco again, his back to the prisoners.",Slytherin
Lucius,deathly_hallows,"cried Lucius, ""And beside her, we think, Potter!",Slytherin
Lucius,deathly_hallows,"called Lucius Malfoy from above.""",Slytherin
Snape,deathly_hallows,"I was under the impression,"" said Snape, ""That Alecto had apprehended an intruder.""",Slytherin
Malfoy,deathly_hallows,"That's my wand you're holding, Potter,"" said Malfoy, pointing his own through the gap between Crabbe and Goyle.""",Slytherin
Draco,deathly_hallows,"""My mother,"" said Draco.",Slytherin
Crabbe,deathly_hallows,"We're gonna be rewarded,"" said Crabbe.",Slytherin
Malfoy,deathly_hallows,"I virtually lived in the Room of Hidden Things all last year,"" said Malfoy, his voice brittle.",Slytherin
Malfoy,deathly_hallows,"""Potter came in here to get it,"" said Malfoy with ill-disguised impatience at the slow-wittedness of his colleagues.",Slytherin
Malfoy,deathly_hallows,"screamed Malfoy in Harry's ear, and Harry sped up, following Ron, Hermione, and Goyle through the billowing black smoke, hardly able to breathe: and all around them the last few objects unburned by the devouring flames were flung into the air, as the creatures of the cursed fire cast them high in celebration: cups and shields, a sparkling necklace, and an old, discolored tiara ¨C""What are you doing, what are you doing, the door's that way!""",Slytherin
Malfoy,deathly_hallows,"C-Crabbe,"" choked Malfoy as soon as he could speak.",Slytherin
Malfoy,deathly_hallows,"""No ¨C never,"" whispered Malfoy.",Slytherin
Voldemort,deathly_hallows,"my Lord, their resistance is crumbling ¨C""""¨C and it is doing so without your help,"" said Voldemort in his high, clear voice.",Slytherin
Voldemort,deathly_hallows,"I have a problem, Severus,"" said Voldemort softly.""",Slytherin
Voldemort,deathly_hallows,"""No,"" said Voldemort.",Slytherin
Voldemort,deathly_hallows,"No difference,"" said Voldemort again.",Slytherin
Voldemort,deathly_hallows,"My Lord ¨C let me go to the boy ¨C""""All this long night when I am on the brink of victory, I have sat here,"" said Voldemort, his voice barely louder than a whisper, ""wondering, wondering, why the Elder Wand refuses to be what it ought to be, refuses to perform as legend says it must perform for its rightful owner...",Slytherin
Voldemort,deathly_hallows,"It cannot be any other way,"" said Voldemort.",Slytherin
Voldemort,deathly_hallows,"I regret it,"" said Voldemort coldly.",Slytherin
Snape,deathly_hallows,"""You're...you're a witch,"" whispered Snape.",Slytherin
Snape,deathly_hallows,"You are,"" said Snape to Lily.",Slytherin
Snape,deathly_hallows,"""Haven't been spying,"" said Snape, hot and uncomfortable and dirty-haired in the bright sunlight.",Slytherin
Snape,deathly_hallows,"""It's real for us,"" said Snape.",Slytherin
Snape,deathly_hallows,"Definitely,"" said Snape, and even with his poorly cut hair and his odd clothes, he struck an oddly impressive figure sprawled in front of her, brimful of confidence in his destiny.""",Slytherin
Snape,deathly_hallows,"Normally,"" said Snape.",Slytherin
Snape,deathly_hallows,"You've got loads of magic,"" said Snape.",Slytherin
Snape,deathly_hallows,"""Oh yes, they're arguing,"" said Snape.",Slytherin
Snape,deathly_hallows,"""He doesn't like anything, much,"" said Snape.""",Slytherin
Snape,deathly_hallows,"You'd better be in Slytherin,"" said Snape, encouraged that she had brightened a little.""",Slytherin
Snape,deathly_hallows,"""No,"" said Snape, though his slight sneer said otherwise.",Slytherin
Snape,deathly_hallows,"That was nothing,"" said Snape.",Slytherin
Snape,deathly_hallows,"said Snape.""",Slytherin
Snape,deathly_hallows,"""No,"" said Snape, his black eyes on Fleur's and Roger's retreating figures.",Slytherin
Snape,deathly_hallows,"Why,"" said Snape, without preamble, ""why did you put on that ring?",Slytherin
Snape,deathly_hallows,"""If you don't mind dying,"" said Snape roughly, ""why not let Draco do it?""",Slytherin
Snape,deathly_hallows,"""Lately, only those whom I could not save,"" said Snape.",Slytherin
Snape,deathly_hallows,"""Always,"" said Snape.",Slytherin
Snape,deathly_hallows,"If Voldemort should read Harry's mind and see you acting for him ¨C """"I know,"" said Snape curtly.",Slytherin
Snape,deathly_hallows,"said Snape as he swung a traveling cloak over his robes.""",Slytherin
Voldemort,deathly_hallows,"I thought he would come,"" said Voldemort in his high, clear voice, his eyes on the leaping flames.",Slytherin
Voldemort,deathly_hallows,"mistaken,"" said Voldemort.""",Slytherin
Voldemort,deathly_hallows,"My Lord, let me ¨C""""I do not require assistance,"" said Voldemort coldly, and though he could not see it, Harry pictured Bellatrix withdrawing a helpful hand.",Slytherin
Voldemort,deathly_hallows,"You,"" said Voldemort, and there was a bang and a small shriek of pain.",Slytherin
Voldemort,deathly_hallows,"Now,"" said Voldemort, ""we go to the castle, and show them what has become of their hero.",Slytherin
Voldemort,deathly_hallows,"Move,"" said Voldemort, and Hagrid stumbled forward, forcing his way through the close-growing trees, back through the forest.",Slytherin
Voldemort,deathly_hallows,"Come,"" said Voldemort, and Harry heard him move ahead, and Hagrid was forced to follow.",Slytherin
Voldemort,deathly_hallows,"He was killed while trying to sneak out of the castle grounds,"" said Voldemort, and there was a relish in his voice for the lie.",Slytherin
Voldemort,deathly_hallows,"""Ah, yes, I remember,"" said Voldemort, looking down at Neville, who was struggling back to his feet, unarmed and unprotected, standing in the no-man's-land between the survivors and the Death Eaters.",Slytherin
Voldemort,deathly_hallows,"Very well,"" said Voldemort, and Harry heard more danger in the silkiness of his voice than in the most powerful curse.",Slytherin
Voldemort,deathly_hallows,"There will be no more Sorting at Hogwarts School,"" said Voldemort.",Slytherin
Voldemort,deathly_hallows,"Neville here is now going to demonstrate what happens to anyone foolish enough to continue to oppose me,"" said Voldemort, and with a flick of his wand, he caused the Sorting Hat to burst into flames.",Slytherin
Voldemort,deathly_hallows,"If it is not love that will save you this time,"" said Voldemort, ""you must believe that you have magic that I do not, or else a weapon more powerful than mine?""",Slytherin
Voldemort,deathly_hallows,"said Voldemort, but still he did not strike, and his red eyes did not waver from Harry's.""",Slytherin
Voldemort,deathly_hallows,"""He desired her, that was all,"" sneered Voldemort, ""but when she had gone, he agreed that there were other women, and of purer blood, worthier of him ¨C """"Of course he told you that,"" said Harry, ""but he was Dumbledore's spy from the moment you threatened her, and he's been working against you ever since!",Slytherin
Voldemort,deathly_hallows,"said Voldemort again.""",Slytherin
Wormtail,goblet_of_fire,"  ""My Lord, it makes sense,"" said Wormtail, sounding thoroughly relieved now.",Slytherin
Wormtail,goblet_of_fire,"By that time, my faithful serant will have rejoined us --""  ""I am a faithful servant,"" said Wormtail, the merest trace of sullenness in his voice.",Slytherin
Wormtail,goblet_of_fire,"  ""I found you,"" said Wormtail, and there was definitely a sulky edge to his voice now.",Slytherin
Lucius,goblet_of_fire,"  Fudge, who wasn't listening, said, ""Lucius has just given a very generous contribution to St. Mungo's Hospital for Magical Maladies and Injuries, Arthur.",Slytherin
Malfoy,goblet_of_fire," ""Language, Weasley,"" said Malfoy, his pale eyes glittering.",Slytherin
Malfoy,goblet_of_fire,"""Granger, they're after Muggles, ""said Malfoy.",Slytherin
Malfoy,goblet_of_fire," ""Have it your own way, Potter,"" said Malfoy, grinning maliciously.",Slytherin
Malfoy,goblet_of_fire,"  ""Keep that big bushy head down, Granger,"" sneered Malfoy.",Slytherin
Malfoy,goblet_of_fire,"said Malfoy in ecstasy, holding up Ron's robes and showing Crabbe and Goyle, ""Weasley, you weren't thinking of wearing these, were you?",Slytherin
Malfoy,goblet_of_fire,"  ""Well, I can certainly see why we're trying to keep them alive,"" said Malfoy sarcastically.",Slytherin
Malfoy,goblet_of_fire,"  ""Yes,"" said Malfoy resentfully.",Slytherin
Draco,goblet_of_fire," ""I will not,"" said Draco Malfoy flatly when Hagrid had proposed this with the air of Father Christmas pulling an extra-large toy out of his sack.",Slytherin
Snape,goblet_of_fire,"  ""It's no one's fault but Potter's, Karkaroff,"" said Snape softly.",Slytherin
Snape,goblet_of_fire," ""Potter has another hour of Potions to complete,"" said Snape coldly.",Slytherin
Rita,goblet_of_fire,"  ""Maybe not that small, Ludo,"" said Rita Skeeter, her eyes on Harry.",Slytherin
Rita,goblet_of_fire," ""Lovely,"" said Rita Skeeter, and in a second, her scarlet-taloned fingers had Harry's upper arm in a surprisingly strong grip, and she was steering him out of the room again and opening a nearby door.",Slytherin
Rita,goblet_of_fire," ""Come along, dear - that's right - lovely,"" said Rita Skeeter again, perching herself precariously upon an upturned bucket, pushing Harry down onto a cardboard box, and closing the door, throwing them into darkness.",Slytherin
Rita,goblet_of_fire,"The moment Rita Skeeter had spoken, the green quill had started to scribble, skidding across the parchment:  Attractive blonde Rita Skeeter, forty-three, who's savage quill has punctured many inflated reputations - ""Lovely,"" said Rita Skeeter, yet again, and she ripped the top piece of parchment off, crumpled it up, and stuffed it into her handbag.",Slytherin
Rita,goblet_of_fire,"Even though he wasn't speaking, it was dashing across the parchment, and in its wake he could make out a fresh sentence:  An ugly scar, souvenier of a tragic past, disfigures the otherwise charming face of Harry Potter, whose eyes -- ""Ignore the quill, Harry,"" said Rita Skeeter firmly.",Slytherin
Rita,goblet_of_fire,"  ""Er - yes, let's do those first,"" said Rita Skeeter, whose eyes were upon Harry again.",Slytherin
Rita,goblet_of_fire," ""Lovely,"" said Rita.",Slytherin
Snape,goblet_of_fire," ""We re walking,"" Ron told Snape shortly.",Slytherin
Malfoy,goblet_of_fire,"  ""Oh he hasn't been attacked, Potter, if that's what you're thinking,"" said Malfoy softly.",Slytherin
Malfoy,goblet_of_fire," ""Well, I think this should put an end to the oaf's teaching career,"" said Malfoy, his eyes glinting.",Slytherin
Rita,goblet_of_fire,"Even Ludo Bagman -""  ""Sit down, you silly little girl, and don't talk about things you don't understand,"" said Rita Skeeter coldly, her eyes hardening as they fell on Hermione.",Slytherin
Snape,goblet_of_fire,"  ""It is unimportant,"" said Snape coldly.",Slytherin
Snape,goblet_of_fire,"  ""A student, I daresay,"" said Snape.",Slytherin
Snape,goblet_of_fire,"Dumbledore told me to keep an eye -""  ""Dumbledore happens to trust me,"" said Snape through clenched teeth.",Slytherin
Snape,goblet_of_fire," ""I merely thought,"" said Snape, in a voice of forced calm, ""that if Potter was wandering around after hours again ...",Slytherin
Snape,goblet_of_fire,"How very touching,"" sneered Snape, rolling up the magazine to continued gales of laughter from the Slytherins.",Slytherin
Snape,goblet_of_fire,"Potter,""  said Snape quietly, once the rest of the class had settled down again.",Slytherin
Snape,goblet_of_fire," ""It is Veritaserum - a Truth Potion so powerful that three drops would have you spilling your innermost secrets for this entire class to hear,"" said Snape viciously.",Slytherin
Snape,goblet_of_fire," ""Enter,"" said Snape in his usual voice.",Slytherin
Snape,goblet_of_fire,"Potter,"" said Snape, his thin mouth curling into an unpleasant smile.",Slytherin
Voldemort,goblet_of_fire,"  ""Hold out your arm,"" said Voldemort lazily.",Slytherin
Voldemort,goblet_of_fire," ""Welcome, Death Eaters,"" said Voldemort quietly.",Slytherin
Voldemort,goblet_of_fire," ""And I answer myself,"" whispered Voldemort, ""they must have believed me broken, they thought I was gone.",Slytherin
Voldemort,goblet_of_fire," ""Get up, Avery,"" said Voldemort softly.",Slytherin
Wormtail,goblet_of_fire,"  ""Yes, Master,"" moaned Wormtail, ""please.",Slytherin
Voldemort,goblet_of_fire,"  ""Yet you helped return me to my body,"" said Voldemort coolly, watching Wormtail sob on the ground.",Slytherin
Voldemort,goblet_of_fire," ""May your loyalty never waver again, Wormtail,"" said Voldemort.",Slytherin
Voldemort,goblet_of_fire," ""The Lestranges should stand here,"" said Voldemort quietly.",Slytherin
Voldemort,goblet_of_fire,"  ""The same goes for you, Nott,"" said Voldemort quietly as he walked past a stooped figure  in Mr. Goyles shadow.",Slytherin
Voldemort,goblet_of_fire," ""My Lord, I prostrate myself before you, I am your most faithful -""  ""That will do,"" said Voldemort.",Slytherin
Voldemort,goblet_of_fire," ""Yes,"" said Voldemort, a grin curling his lipless mouth as the eyes of the circle flashed in Harry's direction.",Slytherin
Voldemort,goblet_of_fire,"  ""Ah, what a story it is, Lucius,"" said Voldemort.",Slytherin
Voldemort,goblet_of_fire," ""You see, I think, how foolish it was to suppose that this boy could ever have been stronger than me,"" said Voldemort.",Slytherin
Voldemort,goblet_of_fire,"Harry,"" said Voldemort, bending a little, but keeping his snakelike face upturned to Harry.",Slytherin
Voldemort,goblet_of_fire," ""Very good,"" said Voldemort softly, and as he raised his wand the pressure bearing down upon Harry lifted too.",Slytherin
Voldemort,goblet_of_fire," ""A little break,"" said Voldemort, the slit-like nostrils dilating with excitement, ""a little pause .",Slytherin
Voldemort,goblet_of_fire," ""I asked you whether you want me to do that again,"" said Voldemort softly.",Slytherin
Snape,goblet_of_fire,"There were angry blotches of color in her cheeks, and a hands were balled into fists; she was trembling with fury.-""  When we told Mr. Fudge that we had caught the Death Eater responsible for tonight's events,"" said Snape, in a low voice; he seemed to feel his personal safety was in question.",Slytherin
Snape,goblet_of_fire," ""There,"" said Snape harshly.",Slytherin
Snape,goblet_of_fire,"  ""I am,"" said Snape.",Slytherin
Draco,goblet_of_fire,"Granger,"" said Draco Malfoy.",Slytherin
Malfoy,goblet_of_fire," ""So,"" said Malfoy slowly, advancing slightly into the compartment and looking slowly around at them, a smirk quivering on his lips.",Slytherin
Snape,half_blood_prince,"As you have clearly realized, Wormtail, we have guests,"" said Snape lazily.",Slytherin
Snape,half_blood_prince,"How charming--""""Wormtail will get us drinks, if you'd like them,"" said Snape.",Slytherin
Snape,half_blood_prince,"""I had no idea, Wormtail, that you were craving more dangerous assignments,"" said Snape silkily.",Slytherin
Snape,half_blood_prince,"""Of course you can,"" said Snape, sneering.",Slytherin
Snape,half_blood_prince,"My apologies,"" said Snape.",Slytherin
Snape,half_blood_prince,"Well, continue, Bellatrix,"" said Snape.",Slytherin
Snape,half_blood_prince,"""Yes, indeed, most admirable,"" said Snape in a bored voice.",Slytherin
Snape,half_blood_prince,"""Not quite,"" said Snape calmly.",Slytherin
Snape,half_blood_prince,"""Hardly,"" said Snape, ""although the Dark Lord is pleased that I never deserted my post: I had sixteen years of information on Dumbledore to give him when he returned, a rather more useful welcome-back present than endless reminiscences of how unpleasant Azkaban is.",Slytherin
Snape,half_blood_prince,"""But you stayed —""""Yes, Bellatrix, I stayed,"" said Snape, betraying a hint of impatience for the first time.",Slytherin
Snape,half_blood_prince,"""My information has been conveyed directly to the Dark Lord,"" said Snape.",Slytherin
Snape,half_blood_prince,"There is no point apportioning blame,"" said Snape smoothly.",Slytherin
Snape,half_blood_prince,"""My orders were to remain behind,"" said Snape.",Slytherin
Snape,half_blood_prince,"""I have played my part well,"" said Snape.",Slytherin
Snape,half_blood_prince,"But —""""If he has forbidden it, you ought not to speak,"" said Snape at once.",Slytherin
Snape,half_blood_prince,"""Certainly,"" said Snape.",Slytherin
Snape,half_blood_prince,"""If Draco succeeds,"" said Snape, still looking away from her, ""he will be honored above all others.""",Slytherin
Snape,half_blood_prince,"""The Dark Lord will not be persuaded, and I am not stupid enough to attempt it,"" said Snape flatly.",Slytherin
Snape,half_blood_prince,"You will need your wand, Bellatrix,"" said Snape coldly.",Slytherin
Snape,half_blood_prince,"""I will,"" said Snape.",Slytherin
Snape,half_blood_prince,"""I will,"" said Snape.",Slytherin
Draco,half_blood_prince,"  ""If you're wondering what the smell is, Mother, a Mudblood just walked in,"" said Draco Malfoy.",Slytherin
Malfoy,half_blood_prince,"""   ""Yeah, like you'd dare do magic out of school,"" sneered Malfoy.",Slytherin
Malfoy,half_blood_prince,"   ""I can't,"" said Malfoy.",Slytherin
Malfoy,half_blood_prince,"   ""There will be no need for —""   ""I'll decide that,"" said Malfoy.",Slytherin
Malfoy,half_blood_prince,"So, Zabini,"" said Malfoy, ""what did Slughorn want?""",Slytherin
Malfoy,half_blood_prince,"Oh yeah, his uncle's big in the Ministry,"" said Malfoy.""",Slytherin
Malfoy,half_blood_prince,"Potter, precious Potter, obviously he wanted a look at 'the Chosen One,'"" sneered Malfoy, ""but that Weasley girl!",Slytherin
Malfoy,half_blood_prince,"Well, you never know,"" said Malfoy with the ghost of a smirk.",Slytherin
Malfoy,half_blood_prince,"Maybe the job he wants me to do isn't something that you need to be qualified for,"" said Malfoy quietly.",Slytherin
Malfoy,half_blood_prince,"I can see Hogwarts,"" said Malfoy, clearly relishing the effect he had created as he pointed out of the blackened window.",Slytherin
Snape,half_blood_prince,"Well, well, well,"" sneered Snape, taking out his wand and tapping the padlock once, so that the chains snaked backward and the gates creaked open.",Slytherin
Snape,half_blood_prince,"And incidentally,"" said Snape, standing back to allow Harry to pass him, ""I was interested to see your new Patronus.""",Slytherin
Snape,half_blood_prince,"I think you were better off with the old one,"" said Snape, the malice in his voice unmistakable.",Slytherin
Snape,half_blood_prince,"“Fifty points from Gryffindor for lateness, I think,"" said Snape.",Slytherin
Voldemort,half_blood_prince," “Dumbledore mentioned Voldemort at all?""",Slytherin
Snape,half_blood_prince,"I have not asked you to take out your books,"" said Snape, closing the door and moving to face the class from behind his desk; Hermione hastily dropped her copy of Confronting the Faceless back into her bag and stowed it under her chair.",Slytherin
Snape,half_blood_prince,"The Dark Arts,"" said Snape, ""are many, varied, ever-changing, and eternal.",Slytherin
Snape,half_blood_prince,"Your defenses,"" said Snape, a little louder, ""must therefore be as flexible and inventive as rhe arts you seek to undo.",Slytherin
Snape,half_blood_prince,"""The Dark Lord has used Inferi in the past,"" said Snape, ""which means you would be well-advised to assume he might use them again.",Slytherin
Snape,half_blood_prince,"""An answer copied almost word for word from The Standard Book of Spells, Grade Six,"" said Snape dismissively (over in the corner, Malfoy sniggered), ""but correct in essentials.",Slytherin
Snape,half_blood_prince,"Pathetic, Weasley,"" said Snape, after a while.",Slytherin
Snape,half_blood_prince,"Detention, Saturday night, my office,"" said Snape.",Slytherin
Riddle,half_blood_prince,"""I don't believe you,"" said Riddle.",Slytherin
Riddle,half_blood_prince,"Of course, if you would rather not come to the school, nobody will force you ?quot; ""I'd like to see them try,"" sneered Riddle.",Slytherin
Riddle,half_blood_prince," ""All sorts,"" breathed Riddle.",Slytherin
Riddle,half_blood_prince," ""Prove it,"" said Riddle at once, in the same commanding tone he had used when he had said, ""Tell the truth.""",Slytherin
Riddle,half_blood_prince," ""Yes, sir,"" said Riddle again.",Slytherin
Riddle,half_blood_prince,"interrupted Riddle, who had taken the heavy money bag without thanking Dumbledore, and was now examining a fat gold Galleon, ""In Diagon Alley,"" said Dumbledore.",Slytherin
Riddle,half_blood_prince,"""Certainly, if you ?quot; ""I don't need you,"" said Riddle.",Slytherin
Riddle,half_blood_prince," ""There are a lot of Toms,"" muttered Riddle.",Slytherin
Riddle,half_blood_prince,"""My mother can't have been magic, or she wouldn't have died,"" said Riddle, more to himself than Dumbledore.",Slytherin
Malfoy,half_blood_prince,"   ""He always spoke very highly of you, sir,"" said Malfoy quickly.",Slytherin
Snape,half_blood_prince,"  ""I'd like a word with you, Draco,"" said Snape suddenly.",Slytherin
Snape,half_blood_prince,"  ""Now , Severus,"" said Slughorn, hiccuping again, ""it's Christ mas, do n't be too hard —""   ""I am his Head of House, and I shall decide how hard, or other-wise, to be,"" said Snape curtly.",Slytherin
Snape,half_blood_prince,"   ""Listen to me,"" said Snape, his voice so low now that Harry had to push his ear very hard against the keyhole to hear.",Slytherin
Riddle,half_blood_prince," ""Yes, I speak it,"" said Riddle.",Slytherin
Riddle,half_blood_prince,"Now he moved a little closer and said, ""Riddle came back?""",Slytherin
Malfoy,half_blood_prince,"Yeah, I'm really going to tell you, because it's your business, Potter,"" sneered Malfoy.",Slytherin
Voldemort,half_blood_prince,"  ""Mr. Burke would like to make an improved offer for the goblin-made armor,"" said Voldemort.",Slytherin
Voldemort,half_blood_prince,"  ""I am ordered here because of them,"" said Voldemort quietly.",Slytherin
Voldemort,half_blood_prince,"   ""I'd be glad to see anything Miss Hepzibah shows me,"" said Voldemort quietly, and Hepzibah gave another girlish giggle.",Slytherin
Voldemort,half_blood_prince,"""A badger,"" murmured Voldemort, examining the engraving upon the cup.",Slytherin
Voldemort,half_blood_prince,"   ""Oh yes,"" said Voldemort quietly.",Slytherin
Voldemort,half_blood_prince,"   ""Thank you,"" said Voldemort, and he took the seat to which Dumbledore had gestured — the very seat, by the looks of it, that Harry had just vacated in the present.",Slytherin
Voldemort,half_blood_prince,"   ""That would be welcome,"" said Voldemort.",Slytherin
Voldemort,half_blood_prince,"  ""I am surprised you have remained here so long,"" said Voldemort after a short pause.",Slytherin
Voldemort,half_blood_prince,"   ""I see it still,"" said Voldemort.",Slytherin
Voldemort,half_blood_prince,"  ""Certainly,"" said Voldemort, and his eyes seemed to burn red.",Slytherin
Voldemort,half_blood_prince,"   ""You are mistaken,"" said Voldemort.",Slytherin
Snape,half_blood_prince,"  ""Late again, Potter,"" said Snape coldly, as Harry hurried into the candlelit classroom.",Slytherin
Snape,half_blood_prince,"  ""Before we start, I want your dementor essays,"" said Snape, wav-ing his wand carelessly, so that twenty-five scrolls of parchment soared into the air and landed in a neat pile on his desk.",Slytherin
